Timestep	MeanReward100Episodes	BestMeanReward	Episodes	Exploration	LearningRate	RunningTime
3650000	18.68	18.69	1709	0.054571428571428576	7.6e-05	5.984102483590444
3660000	18.7	18.71	1713	0.0544	7.59e-05	5.982890446980794
3670000	18.75	18.75	1719	0.05422857142857143	7.58e-05	5.9837279995282495
3680000	18.7	18.76	1724	0.05405714285714285	7.57e-05	5.9821900169054665
3690000	18.75	18.76	1729	0.05388571428571429	7.560000000000001e-05	5.9789511322975155
3700000	18.78	18.78	1734	0.05371428571428572	7.55e-05	5.989713104565938
3710000	18.86	18.86	1739	0.05354285714285714	7.54e-05	5.9858548204104105
3720000	18.79	18.86	1744	0.05337142857142858	7.53e-05	5.977855650583903
3730000	18.87	18.87	1749	0.0532	7.520000000000001e-05	5.976804451147715
3740000	19.0	19.0	1755	0.05302857142857143	7.510000000000001e-05	5.983675130208334
3750000	19.03	19.03	1760	0.05285714285714285	7.500000000000001e-05	5.9820852160453795
3760000	19.09	19.09	1765	0.05268571428571429	7.49e-05	5.981331849098206
3770000	19.08	19.17	1771	0.05251428571428571	7.48e-05	5.988021051883697
3780000	19.08	19.17	1776	0.05234285714285714	7.47e-05	5.9779814839363095
3790000	19.11	19.17	1781	0.05217142857142857	7.46e-05	5.981070148944855
3800000	19.11	19.17	1786	0.052	7.45e-05	5.937743663787842
3810000	19.1	19.17	1791	0.051828571428571425	7.44e-05	5.991633049647013
3820000	19.09	19.17	1796	0.05165714285714286	7.43e-05	5.979797665278117
3830000	19.12	19.17	1801	0.05148571428571429	7.42e-05	5.979207297166188
3840000	19.12	19.18	1806	0.051314285714285715	7.41e-05	5.981106384595235
3850000	19.12	19.18	1811	0.05114285714285715	7.400000000000001e-05	5.981977152824402
3860000	19.16	19.18	1817	0.05097142857142857	7.390000000000001e-05	5.980326100190481
3870000	19.17	19.18	1822	0.050800000000000005	7.38e-05	5.981615380446116
3880000	19.19	19.22	1827	0.050628571428571426	7.37e-05	5.982038919130961
3890000	19.12	19.22	1833	0.05045714285714286	7.36e-05	5.983975565433502
3900000	19.07	19.22	1837	0.05028571428571428	7.35e-05	5.980039632320404
3910000	19.15	19.22	1843	0.050114285714285715	7.34e-05	5.972327303886414
3920000	19.18	19.22	1848	0.049942857142857136	7.33e-05	5.984848733743032
3930000	19.14	19.22	1853	0.04977142857142857	7.32e-05	5.984455831845602
3940000	19.09	19.22	1858	0.0496	7.31e-05	5.976144401232402
3950000	19.05	19.22	1863	0.049428571428571426	7.3e-05	5.984774633248647
3960000	18.99	19.22	1868	0.04925714285714286	7.29e-05	5.9874388138453165
3970000	19.04	19.22	1873	0.04908571428571428	7.280000000000001e-05	5.989344863096873
3980000	19.03	19.22	1878	0.048914285714285716	7.27e-05	5.983336599667867
3990000	18.98	19.22	1884	0.04874285714285714	7.26e-05	5.969198981920878
4000000	19.11	19.22	1889	0.04857142857142857	7.25e-05	5.98431662718455
4010000	19.05	19.22	1894	0.0484	7.24e-05	5.975957866509756
4020000	19.02	19.22	1899	0.04822857142857143	7.23e-05	5.983201269308726
4030000	19.01	19.22	1904	0.048057142857142854	7.219999999999999e-05	5.981062984466552
4040000	19.08	19.22	1910	0.04788571428571429	7.21e-05	5.98518131573995
4050000	19.11	19.22	1915	0.04771428571428571	7.2e-05	5.9785214304924015
4060000	19.06	19.22	1920	0.047542857142857144	7.19e-05	5.981745795408885
4070000	19.01	19.22	1925	0.047371428571428564	7.180000000000001e-05	5.984802381197611
4080000	19.04	19.22	1930	0.0472	7.170000000000001e-05	5.981735301017761
4090000	19.05	19.22	1935	0.04702857142857143	7.16e-05	5.979207583268484
4100000	19.06	19.22	1940	0.046857142857142854	7.15e-05	5.982425618171692
4110000	18.96	19.22	1945	0.04668571428571429	7.14e-05	5.974280734856923
4120000	18.96	19.22	1950	0.04651428571428571	7.13e-05	5.982133118311564
4130000	18.99	19.22	1955	0.046342857142857144	7.120000000000001e-05	5.988271733125051
4140000	18.98	19.22	1961	0.046171428571428565	7.110000000000001e-05	5.986550084749857
4150000	19.02	19.22	1965	0.046	7.1e-05	5.9781911969184875
4160000	19.07	19.22	1971	0.04582857142857143	7.09e-05	5.983225739002227
4170000	19.12	19.22	1976	0.045657142857142854	7.080000000000001e-05	5.972037247816721
4180000	19.18	19.22	1981	0.04548571428571428	7.070000000000001e-05	5.97159743309021
4190000	19.09	19.22	1987	0.04531428571428572	7.060000000000001e-05	5.976857487360636
4200000	19.1	19.22	1992	0.04514285714285714	7.05e-05	5.979685266812642
4210000	19.06	19.22	1997	0.04497142857142857	7.04e-05	5.978573381900787
4220000	19.04	19.22	2002	0.044800000000000006	7.03e-05	5.989779615402222
4230000	19.09	19.22	2006	0.04462857142857143	7.02e-05	5.96760546763738
4240000	19.03	19.22	2012	0.04445714285714286	7.01e-05	5.972652212778727
4250000	19.03	19.22	2017	0.04428571428571428	7.000000000000001e-05	5.979905335108439
4260000	18.99	19.22	2022	0.04411428571428572	6.99e-05	5.975372596581777
4270000	18.96	19.22	2027	0.04394285714285714	6.98e-05	5.998806655406952
4280000	18.98	19.22	2032	0.04377142857142857	6.97e-05	6.000439250469208
4290000	19.02	19.22	2037	0.04359999999999999	6.960000000000001e-05	23.779389802614848
4300000	18.95	19.22	2041	0.04342857142857143	6.950000000000001e-05	6.295088068644206
4310000	18.98	19.22	2046	0.043257142857142855	6.94e-05	6.300077764193217
4320000	18.95	19.22	2051	0.04308571428571428	6.93e-05	6.277243236700694
4330000	18.98	19.22	2056	0.04291428571428572	6.92e-05	6.230645751953125
4340000	19.01	19.22	2062	0.04274285714285714	6.91e-05	6.091609434286753
4350000	19.04	19.22	2067	0.04257142857142857	6.9e-05	6.057999432086945
4360000	19.01	19.22	2072	0.0424	6.89e-05	6.04507774511973
4370000	19.04	19.22	2078	0.04222857142857143	6.88e-05	6.176878301302592
4380000	19.07	19.22	2083	0.042057142857142855	6.87e-05	6.219844329357147
4390000	19.01	19.22	2088	0.04188571428571429	6.86e-05	6.123457646369934
4400000	19.05	19.22	2093	0.04171428571428571	6.850000000000001e-05	6.100917581717173
4410000	19.1	19.22	2099	0.041542857142857145	6.840000000000001e-05	6.151001433531444
4420000	19.09	19.22	2103	0.041371428571428566	6.83e-05	6.2241472164789835
4430000	19.07	19.22	2108	0.0412	6.82e-05	6.094721396764119
4440000	19.08	19.22	2113	0.04102857142857142	6.81e-05	6.377674051125845
4450000	19.08	19.22	2118	0.040857142857142856	6.8e-05	6.475708063443502
4460000	19.15	19.22	2124	0.04068571428571429	6.79e-05	6.417574063936869
4470000	19.17	19.22	2129	0.04051428571428571	6.78e-05	6.327369284629822
4480000	19.2	19.22	2134	0.040342857142857146	6.769999999999999e-05	6.150616455078125
4490000	19.18	19.22	2139	0.040171428571428566	6.76e-05	6.185669132073721
4500000	19.27	19.27	2144	0.04	6.75e-05	6.282333970069885
4510000	19.32	19.32	2150	0.03982857142857143	6.740000000000001e-05	6.166530334949494
4520000	19.31	19.33	2156	0.039657142857142856	6.730000000000001e-05	6.139784030119578
4530000	19.35	19.35	2161	0.039485714285714284	6.720000000000001e-05	6.168508116404215
4540000	19.29	19.35	2166	0.03931428571428571	6.71e-05	6.039693113168081
4550000	19.27	19.35	2171	0.03914285714285714	6.7e-05	6.066002913316091
4560000	19.27	19.35	2177	0.038971428571428574	6.69e-05	6.34270711739858
4570000	19.26	19.35	2182	0.038799999999999994	6.68e-05	5.9728685975074765
4580000	19.28	19.35	2187	0.03862857142857143	6.67e-05	6.005801030000051
4590000	19.29	19.35	2193	0.03845714285714286	6.659999999999999e-05	5.990895632902781
4600000	19.34	19.35	2199	0.038285714285714284	6.65e-05	6.001131800810496
4610000	19.46	19.46	2204	0.03811428571428572	6.64e-05	6.200531601905823
4620000	19.44	19.47	2209	0.03794285714285714	6.63e-05	6.263775344689687
4630000	19.44	19.47	2214	0.037771428571428574	6.620000000000001e-05	6.220859750111898
4640000	19.45	19.47	2220	0.037599999999999995	6.610000000000001e-05	6.2467692494392395
4650000	19.46	19.47	2225	0.037428571428571436	6.6e-05	6.135047499338786
4660000	19.5	19.5	2231	0.03725714285714285	6.59e-05	6.107375248273214
4670000	19.55	19.55	2236	0.03708571428571429	6.58e-05	6.015080483754476
4680000	19.51	19.55	2241	0.036914285714285705	6.57e-05	6.111027733484904
4690000	19.53	19.56	2246	0.03674285714285715	6.560000000000001e-05	6.192197700341542
4700000	19.51	19.56	2252	0.03657142857142856	6.55e-05	6.108251949151357
4710000	19.51	19.56	2257	0.0364	6.54e-05	6.129915316899617
4720000	19.54	19.56	2263	0.03622857142857143	6.530000000000002e-05	6.141965897878011
4730000	19.59	19.6	2268	0.03605714285714286	6.520000000000001e-05	6.192005848884582
4740000	19.59	19.61	2273	0.035885714285714285	6.510000000000001e-05	6.254665430386861
4750000	19.43	19.61	2278	0.03571428571428571	6.500000000000001e-05	6.1492447336514795
4760000	19.48	19.61	2284	0.03554285714285714	6.49e-05	6.031474081675212
4770000	19.51	19.61	2289	0.03537142857142857	6.48e-05	6.028137520949046
4780000	19.5	19.61	2295	0.035199999999999995	6.47e-05	6.021534645557404
4790000	19.52	19.61	2300	0.03502857142857142	6.46e-05	5.9907582322756445
4800000	19.54	19.61	2306	0.03485714285714285	6.45e-05	6.00745126803716
4810000	19.55	19.61	2311	0.03468571428571428	6.440000000000001e-05	6.018043951193492
4820000	19.59	19.61	2317	0.03451428571428572	6.43e-05	6.01205544869105
4830000	19.58	19.61	2322	0.03434285714285713	6.42e-05	6.012896386782328
4840000	19.61	19.61	2328	0.034171428571428575	6.410000000000001e-05	6.00038940111796
4850000	19.58	19.61	2333	0.034	6.400000000000001e-05	6.014406236012777
4860000	19.62	19.62	2338	0.03382857142857143	6.390000000000001e-05	6.01098511616389
4870000	19.59	19.62	2344	0.03365714285714286	6.38e-05	6.016108564535776
4880000	19.6	19.62	2349	0.033485714285714285	6.37e-05	6.015686245759328
4890000	19.54	19.62	2355	0.03331428571428571	6.36e-05	6.019434265295664
4900000	19.56	19.62	2360	0.03314285714285714	6.35e-05	6.029006969928742
4910000	19.56	19.62	2366	0.03297142857142857	6.34e-05	6.018628430366516
4920000	19.65	19.65	2371	0.032799999999999996	6.33e-05	6.063655118147532
4930000	19.75	19.75	2377	0.03262857142857142	6.32e-05	6.190726248423259
4940000	19.76	19.8	2382	0.03245714285714285	6.31e-05	6.199945569038391
4950000	19.76	19.8	2388	0.03228571428571428	6.300000000000001e-05	6.243323115507762
4960000	19.78	19.8	2394	0.032114285714285706	6.290000000000001e-05	6.24247020483017
4970000	19.76	19.8	2399	0.031942857142857134	6.280000000000001e-05	6.248789282639821
4980000	19.75	19.8	2405	0.031771428571428575	6.27e-05	6.131127452850341
4990000	19.8	19.8	2410	0.0316	6.26e-05	6.223215015729268
5000000	19.85	19.85	2416	0.03142857142857143	6.25e-05	6.170960001150767
5010000	19.87	19.87	2421	0.03125714285714286	6.24e-05	6.183586362997691
5020000	19.93	19.93	2427	0.031085714285714286	6.23e-05	6.140230949719747
5030000	19.91	19.93	2432	0.030914285714285714	6.22e-05	6.142163634300232
5040000	19.98	19.98	2438	0.03074285714285714	6.21e-05	6.103435285886129
5050000	20.04	20.04	2444	0.03057142857142857	6.2e-05	6.01557776927948
5060000	20.1	20.1	2449	0.030399999999999996	6.19e-05	6.008889599641164
5070000	20.14	20.14	2454	0.030228571428571424	6.180000000000001e-05	6.00160429875056
5080000	20.09	20.14	2460	0.03005714285714285	6.170000000000001e-05	6.005836013952891
5090000	20.09	20.14	2465	0.02988571428571428	6.16e-05	6.07828373114268
